Engine_volume,Mileage,Doors,Prod_year,Cylinders,Airbags,Category,Leather_interior,Fuel_type,Gear_box_type,Drive_wheels,Wheel,Color
3.5,146395,4,2014,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
2.5,144000,4,2001,6.0,6,Sedan,No,Petrol,Tiptronic,Rear,Right-hand drive,Blue
2.5,120428,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.5,2336,4,2019,4.0,4,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
1.8,235000,4,2004,4.0,4,Goods wagon,No,Diesel,Manual,Front,Left wheel,White
1.6,97396,4,2013,4.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.4,219200,4,2003,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
3.0,171382,4,2009,6.0,0,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,53000,4,2016,4.0,8,Jeep,Yes,Diesel,Tiptronic,Front,Left wheel,Silver
2.2,0,4,2008,4.0,4,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,White
2.5,190000,4,2004,6.0,2,Sedan,No,Petrol,Tiptronic,Rear,Right-hand drive,Black
1.6,128147,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
3.5,56000,4,2013,6.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.0,32637,4,2017,3.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.6,100000,2,1984,4.0,0,Jeep,Yes,CNG,Manual,4x4,Left wheel,Green
2.0,107342,4,2006,4.0,0,Sedan,No,CNG,Automatic,Front,Left wheel,White
2.0,231212,4,2005,4.0,6,Jeep,No,Petrol,Automatic,4x4,Left wheel,Silver
4.6,155821,4,2010,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.5,35934,4,2016,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,143632,4,2013,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,White
2.0,98162,4,2015,4.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.8,83902,4,2015,4.0,0,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,168000,4,1992,4.0,2,Sedan,No,Diesel,Manual,Rear,Left wheel,Green
3.0,226843,4,2012,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Silver
2.2,110170,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.6,115754,4,2012,4.0,12,Cabriolet,Yes,Petrol,Automatic,Front,Left wheel,Blue
3.7,195000,4,2004,6.0,12,Jeep,Yes,CNG,Tiptronic,4x4,Left wheel,Silver
3.0,240000,4,2001,6.0,6,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,222222,4,2003,4.0,2,Sedan,No,CNG,Tiptronic,4x4,Right-hand drive,Black
1.6,0,4,1995,4.0,4,Sedan,No,Petrol,Manual,Rear,Left wheel,Red
2.4,0,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.2,200000,4,2007,4.0,2,Minivan,No,Diesel,Manual,Rear,Left wheel,Silver
2.0,61640,4,2018,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Blue
2.0,95000,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,150000,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
1.8,116869,4,2011,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.0,17000,5,2015,4.0,12,Sedan,No,Petrol,Automatic,Front,Left wheel,Silver
3.0,154000,4,2009,6.0,10,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,0,4,2015,4.0,0,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
0.2,111965,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
3.5,230696,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
1.8,137568,4,2013,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Blue
2.2,150000,4,1999,4.0,6,Goods wagon,No,Diesel,Manual,Rear,Left wheel,Silver
3.2,0,4,2003,6.0,8,Sedan,Yes,CNG,Automatic,Rear,Left wheel,Silver
2.0,104000,4,2011,4.0,4,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Brown
1.5,7368,4,2018,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.8,80000,4,2012,4.0,8,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
1.6,133783,4,2011,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.6,109953,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.5,28000,4,2015,4.0,12,Sedan,No,Petrol,Automatic,Front,Left wheel,White
3.5,77205,4,2016,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
3.0,21499,4,2018,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.3,150000,2,1999,4.0,1,Minivan,No,Diesel,Manual,Front,Left wheel,White
1.3,111000,4,2011,4.0,4,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Green
2.3,172000,4,2005,6.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Black
2.0,110000,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
1.8,60000,4,2014,4.0,6,Universal,Yes,Hybrid,Automatic,Front,Right-hand drive,White
2.5,61057,4,2016,4.0,4,Universal,Yes,Diesel,Automatic,Front,Left wheel,Black
1.5,230400,2,2007,4.0,4,Hatchback,No,Petrol,Automatic,Front,Left wheel,Grey
1.8,260000,4,1995,4.0,4,Hatchback,No,CNG,Manual,Front,Left wheel,Silver
3.5,167222,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Black
2.3,1000,4,2000,4.0,0,Microbus,No,Diesel,Manual,Rear,Left wheel,White
4.6,188078,4,2015,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.4,288778,4,2011,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.5,152000,4,2011,4.0,12,Sedan,Yes,Hybrid,Variator,Front,Left wheel,White
2.0,133225,4,2010,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Black
1.6,73600,4,2016,4.0,12,Hatchback,No,Petrol,Tiptronic,Front,Left wheel,Silver
2.0,137000,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
2.5,130478,4,2014,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
3.5,97000,4,2012,6.0,12,Jeep,Yes,Hybrid,Variator,4x4,Left wheel,Black
3.0,265000,4,2008,6.0,8,Sedan,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
1.7,30157,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
1.5,222000,4,2006,4.0,10,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Blue
1.8,69500,4,2014,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Red
2.0,11111,2,2005,4.0,4,Coupe,No,Petrol,Manual,Front,Right-hand drive,Silver
1.5,163000,4,2005,4.0,8,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Black
2.4,128000,4,2014,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.5,17000,4,2000,6.0,4,Sedan,Yes,Petrol,Manual,Rear,Right-hand drive,Green
2.2,164000,4,2014,4.0,12,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
2.5,314373,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Grey
3.0,0,4,2011,6.0,8,Hatchback,Yes,Petrol,Tiptronic,4x4,Left wheel,White
1.5,117000,4,2010,4.0,4,Minivan,No,Petrol,Automatic,Front,Right-hand drive,Black
1.6,110000,4,2007,4.0,6,Sedan,No,Petrol,Manual,Front,Left wheel,Beige
2.0,128919,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.8,135000,4,2011,4.0,12,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,Silver
3.5,186005,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
1.6,190454,4,2012,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
1.8,27000,4,2013,4.0,12,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Silver
2.4,243051,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
3.6,160000,4,2012,6.0,4,Minivan,No,Petrol,Tiptronic,Front,Left wheel,Black
1.6,300000,4,2000,4.0,4,Universal,No,CNG,Manual,Front,Left wheel,White
2.5,76519,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,White
5.7,101928,4,2014,8.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
2.0,203200,4,2012,4.0,8,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.0,18839,4,2017,4.0,8,Sedan,No,Hybrid,Automatic,Front,Left wheel,Red
2.0,31241,4,2017,4.0,10,Jeep,No,Petrol,Automatic,Front,Left wheel,Blue
2.5,74053,4,2016,4.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Blue
3.0,201056,4,2015,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
3.6,155253,2,2013,6.0,12,Coupe,No,Petrol,Manual,Rear,Left wheel,Black
2.0,111694,4,2015,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Pink
2.0,145000,4,2002,4.0,6,Sedan,No,Petrol,Tiptronic,Rear,Left wheel,Red
3.0,220000,4,1998,6.0,4,Jeep,No,Petrol,Automatic,Front,Right-hand drive,Black
3.0,140507,4,2014,6.0,0,Hatchback,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.5,69624,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Black
4.7,280354,4,2008,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.5,70000,5,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
2.5,82111,4,2010,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,White
2.4,17466,4,2020,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.4,111000,4,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Silver
1.8,150000,4,2012,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Black
2.5,131179,4,2014,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,0,4,1998,4.0,2,Pickup,No,Diesel,Manual,4x4,Left wheel,Blue
3.5,166560,4,2014,6.0,12,Sedan,Yes,Hybrid,Automatic,4x4,Left wheel,Black
2.0,38712,4,2018,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
3.0,150000,4,1993,6.0,0,Jeep,No,CNG,Manual,4x4,Left wheel,Blue
2.0,108105,4,2014,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,148510,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,344434,4,2010,4.0,12,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
2.0,57590,4,2014,4.0,12,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.7,30068,4,2016,4.0,4,Sedan,Yes,Diesel,Automatic,Front,Left wheel,Black
1.5,137000,4,2013,4.0,6,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Silver
1.7,187000,4,2000,4.0,4,Sedan,Yes,Diesel,Manual,Front,Left wheel,Black
1.5,25807,4,2016,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Black
2.0,64930,4,2013,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,58114,4,2017,4.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,Blue
2.4,304000,4,2006,4.0,0,Jeep,No,Petrol,Automatic,4x4,Left wheel,Green
2.5,52686,4,2011,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
3.5,119379,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Silver
1.5,109000,4,2013,4.0,2,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Silver
3.0,170000,4,2009,6.0,12,Sedan,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.8,140000,4,2011,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,White
2.0,58328,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,White
4.6,260771,4,2010,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
4.0,185600,4,2008,5.0,4,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
2.0,75574,4,2007,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
1.6,98000,4,2015,4.0,8,Jeep,No,Petrol,Tiptronic,Front,Left wheel,Silver
1.8,68000,4,2014,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Carnelian red
1.6,132967,4,2010,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.4,147200,4,2014,4.0,8,Sedan,No,Petrol,Manual,Front,Left wheel,Red
1.4,200000,4,2007,4.0,6,Hatchback,No,Petrol,Manual,Front,Left wheel,Black
2.0,99542,4,2015,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.5,138513,4,2015,4.0,4,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,26802,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.4,90835,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,56173,4,2018,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
3.5,214480,4,2013,6.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,26729,4,2016,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Grey
3.5,77205,4,2016,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Grey
3.7,200000,4,2008,6.0,2,Hatchback,No,CNG,Automatic,4x4,Left wheel,Blue
1.5,147000,4,1995,4.0,2,Hatchback,Yes,Petrol,Manual,Front,Left wheel,Silver
2.0,125000,4,2012,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
2.5,98000,4,2015,6.0,8,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,White
1.8,165779,4,2010,4.0,8,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Red
2.0,150000,4,2015,4.0,4,Sedan,Yes,LPG,Automatic,Front,Left wheel,Orange
3.5,232357,4,2012,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Black
2.5,196682,4,2009,4.0,0,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Black
4.6,275240,4,2010,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
1.6,107760,4,2009,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Red
2.0,0,4,2000,4.0,4,Sedan,Yes,Petrol,Manual,Rear,Left wheel,Grey
3.5,230696,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,4x4,Left wheel,Black
3.5,150000,4,2012,6.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Grey
2.0,129445,4,2014,4.0,10,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Silver
1.8,245000,4,2000,4.0,4,Sedan,No,Petrol,Manual,Front,Left wheel,Green
2.5,151780,4,2014,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
3.0,157000,2,2008,6.0,10,Coupe,Yes,Petrol,Automatic,Rear,Left wheel,Blue
2.9,126405,4,1997,8.0,2,Minivan,No,Petrol,Automatic,Rear,Left wheel,Purple
1.5,210452,4,2008,4.0,8,Sedan,No,Hybrid,Variator,Front,Left wheel,Silver
3.5,31000,4,2017,6.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Grey
1.2,145000,4,2004,4.0,0,Hatchback,No,CNG,Automatic,Front,Right-hand drive,Red
1.5,0,4,2007,4.0,10,Sedan,No,Hybrid,Variator,Front,Left wheel,Silver
2.0,62938,4,2016,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
1.2,0,4,2004,4.0,2,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Grey
2.4,0,4,2017,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,Grey
2.4,220000,4,2006,4.0,8,Minivan,No,LPG,Tiptronic,Front,Right-hand drive,White
1.5,154000,4,2012,4.0,2,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,White
2.5,167680,4,2014,4.0,8,Sedan,No,Petrol,Tiptronic,Front,Left wheel,Black
1.5,135000,4,2013,4.0,4,Hatchback,No,Hybrid,Automatic,Front,Right-hand drive,Grey
1.4,100280,4,2012,4.0,8,Sedan,No,Petrol,Tiptronic,Front,Left wheel,White
3.5,296466,4,2010,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
2.5,320582,4,2008,1.0,0,Pickup,No,Diesel,Manual,4x4,Left wheel,Silver
1.3,74000,2,2001,4.0,2,Hatchback,No,Petrol,Manual,Front,Left wheel,Black
4.7,218126,4,2008,8.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Black
3.5,93000,4,2012,6.0,10,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
1.6,5187,4,2018,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,19211,4,2017,4.0,8,Jeep,No,Petrol,Automatic,4x4,Left wheel,Black
2.0,209900,4,2011,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,130000,2,2012,4.0,10,Hatchback,No,Diesel,Manual,Front,Left wheel,White
2.5,85000,4,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,White
4.7,226000,4,2009,8.0,10,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Silver
1.5,3200,5,2009,5.0,6,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
2.0,0,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,126000,4,2011,4.0,6,Sedan,Yes,Diesel,Tiptronic,Front,Left wheel,White
3.5,190000,4,2014,6.0,0,Jeep,Yes,Diesel,Tiptronic,4x4,Left wheel,Black
2.5,232032,4,2013,4.0,12,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Silver
2.4,214400,2,1998,4.0,0,Cabriolet,No,Petrol,Automatic,Front,Left wheel,Black
1.4,131200,4,2011,4.0,6,Sedan,No,Petrol,Automatic,Front,Left wheel,Red
1.6,87753,4,2013,4.0,4,Hatchback,Yes,Petrol,Automatic,Front,Left wheel,Grey
1.8,130000,4,2014,4.0,0,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Grey
2.5,281659,4,2012,4.0,0,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Blue
1.5,0,4,1995,5.0,0,Hatchback,No,CNG,Manual,Front,Left wheel,Red
2.2,74000,4,2010,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
3.0,174000,4,2002,6.0,2,Jeep,No,CNG,Tiptronic,4x4,Right-hand drive,Silver
1.6,87764,4,2017,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Blue
3.0,296395,4,2012,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Grey
2.1,238000,4,2014,4.0,10,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Black
3.5,95000,4,2014,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,Brown
2.5,190698,4,2011,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
5.5,111111,4,2005,8.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Silver
1.3,59000,4,2012,4.0,4,Hatchback,Yes,Hybrid,Variator,Front,Right-hand drive,Black
3.5,91193,4,2014,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
5.0,168520,4,2005,8.0,12,Jeep,Yes,LPG,Tiptronic,4x4,Left wheel,Brown
1.8,33000,4,2017,4.0,8,Sedan,No,Hybrid,Tiptronic,Front,Left wheel,Blue
2.2,150000,4,2008,4.0,2,Microbus,No,Diesel,Manual,Front,Left wheel,Silver
3.0,3333,4,2001,6.0,8,Jeep,Yes,CNG,Manual,4x4,Left wheel,Silver
2.5,150000,4,2014,4.0,0,Sedan,No,Petrol,Automatic,Front,Left wheel,Silver
3.5,132700,4,2009,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.2,111111,4,2001,6.0,6,Sedan,No,Petrol,Manual,Rear,Left wheel,Silver
3.0,103458,4,2012,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,White
3.5,186005,4,2010,6.0,12,Jeep,Yes,Hybrid,Automatic,4x4,Left wheel,Silver
3.0,169000,4,2004,6.0,5,Minivan,No,Petrol,Automatic,4x4,Right-hand drive,White
2.4,19000,4,2008,4.0,8,Sedan,Yes,Hybrid,Variator,Front,Left wheel,White
5.7,171352,4,2010,8.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
3.5,132630,4,2011,6.0,12,Sedan,Yes,Diesel,Automatic,Rear,Left wheel,Silver
3.0,196614,4,2015,6.0,0,Jeep,Yes,Diesel,Automatic,4x4,Left wheel,Black
2.7,17000,5,2017,4.0,6,Jeep,Yes,Petrol,Automatic,Rear,Left wheel,Black
1.4,133195,4,2014,4.0,0,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,Black
3.0,196330,4,2011,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
1.8,256000,4,2010,6.0,1,Sedan,No,Hybrid,Automatic,Front,Left wheel,White
3.5,172659,4,2010,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.5,150000,4,2010,4.0,4,Minivan,Yes,Diesel,Automatic,Front,Left wheel,Silver
2.0,0,4,2003,4.0,6,Sedan,No,Petrol,Tiptronic,Rear,Right-hand drive,Blue
3.0,218230,4,2014,6.0,12,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
1.5,85000,4,2007,4.0,10,Hatchback,No,Hybrid,Automatic,Front,Left wheel,Golden
1.8,150000,4,2010,4.0,12,Jeep,Yes,Hybrid,Automatic,Front,Left wheel,White
1.8,211200,4,2011,4.0,10,Hatchback,Yes,Hybrid,Variator,Front,Left wheel,White
2.4,61157,4,2015,4.0,10,Jeep,No,Petrol,Tiptronic,4x4,Left wheel,Black
1.6,59191,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
3.5,45000,5,2013,6.0,12,Minivan,Yes,CNG,Automatic,Front,Left wheel,White
4.4,87243,4,2013,8.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Blue
3.0,176480,4,2012,4.0,12,Sedan,Yes,Petrol,Tiptronic,Rear,Left wheel,Black
1.4,80827,4,2014,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Green
4.7,167000,4,2012,8.0,10,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
4.7,96000,4,2012,8.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
3.0,133000,4,2004,6.0,4,Universal,No,CNG,Tiptronic,4x4,Right-hand drive,Silver
1.3,147857,4,2010,4.0,4,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Blue
3.3,300000,4,2003,6.0,2,Jeep,No,CNG,Manual,4x4,Left wheel,Silver
3.2,169138,4,2013,6.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.0,57000,4,2016,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
1.8,24000,4,2012,4.0,8,Hatchback,No,LPG,Variator,Front,Left wheel,White
3.5,155200,4,2005,6.0,8,Jeep,Yes,CNG,Automatic,4x4,Left wheel,Silver
2.0,50930,4,2017,4.0,12,Sedan,Yes,Petrol,Automatic,Rear,Left wheel,Black
2.0,97000,4,2013,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.0,105909,4,2013,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,White
2.0,149048,4,2015,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
3.5,236770,4,2010,6.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Black
1.6,13000,4,2000,4.0,0,Universal,No,Petrol,Manual,Front,Left wheel,Golden
2.0,90000,4,2013,4.0,8,Sedan,Yes,Petrol,Automatic,Front,Left wheel,Grey
2.0,197000,4,2002,4.0,4,Jeep,Yes,Petrol,Automatic,4x4,Right-hand drive,Sky blue
1.8,117006,4,2015,4.0,12,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.0,10120,4,2019,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Grey
4.4,185000,4,2004,8.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,57000,4,2016,4.0,4,Sedan,Yes,Petrol,Automatic,Front,Left wheel,White
2.5,208000,4,2011,6.0,10,Sedan,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
2.0,62575,4,2015,4.0,4,Jeep,Yes,Diesel,Automatic,Front,Left wheel,Black
2.0,120000,4,2004,4.0,12,Jeep,No,CNG,Tiptronic,4x4,Right-hand drive,Silver
4.8,206000,4,2004,12.0,8,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Blue
1.8,121000,4,2008,4.0,4,Goods wagon,No,Diesel,Manual,Front,Left wheel,White
2.2,160000,4,2007,4.0,4,Microbus,No,Diesel,Manual,Front,Left wheel,Silver
2.5,54000,4,2017,4.0,12,Sedan,Yes,Petrol,Tiptronic,Front,Left wheel,Black
2.4,254838,4,2012,4.0,12,Jeep,Yes,Petrol,Automatic,4x4,Left wheel,White
2.5,240000,4,2011,4.0,4,Pickup,No,Diesel,Manual,4x4,Left wheel,White
1.0,157000,4,1998,4.0,2,Hatchback,No,Petrol,Automatic,Front,Right-hand drive,Black
2.5,220000,4,2013,4.0,10,Sedan,No,Hybrid,Variator,Front,Left wheel,White
2.5,111111,4,1998,6.0,2,Microbus,No,Diesel,Manual,Rear,Left wheel,Blue
2.0,320554,4,2013,4.0,0,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,White
1.8,32974,4,2011,4.0,0,Hatchback,Yes,Hybrid,Automatic,Front,Left wheel,Silver
3.2,171734,4,2014,6.0,12,Jeep,Yes,Petrol,Automatic,Front,Left wheel,White
4.8,136000,4,2009,8.0,12,Jeep,Yes,Petrol,Tiptronic,4x4,Left wheel,Black
1.3,189000,4,2008,4.0,0,Hatchback,No,Diesel,Manual,Front,Left wheel,Silver
2.4,64000,4,2010,4.0,10,Sedan,Yes,Hybrid,Automatic,Front,Left wheel,Red
